87, 65, 28, 63, 93, 52, 39, 59, 27, 30, 24, 83, 69, 62, 13, 6, 88, 58, 92, 26, 42, 11, 16, 21, 75, 36, 71, 8, 45, 38

38, 65, 28, 63, 93, 52, 39, 59, 27, 30, 24, 83, 69, 62, 13, 6, 88, 58, 92, 26, 42, 11, 16, 21, 75, 36, 71, 8, 45, 87
38, 65, 28, 63, 45, 52, 39, 59, 27, 30, 24, 83, 69, 62, 13, 6, 88, 58, 92, 26, 42, 11, 16, 21, 75, 36, 71, 8, 93, 87
38, 65, 28, 63, 45, 52, 39, 59, 27, 30, 24, 83, 69, 62, 13, 6, 8, 58, 92, 26, 42, 11, 16, 21, 75, 36, 71, 88, 93, 87
38, 65, 28, 63, 45, 52, 39, 59, 27, 30, 24, 83, 69, 62, 13, 6, 8, 58, 71, 26, 42, 11, 16, 21, 75, 36, 92, 88, 93, 87
36, 65, 28, 63, 45, 52, 39, 59, 27, 30, 24, 83, 69, 62, 13, 6, 8, 58, 71, 26, 42, 11, 16, 21, 75, 38, 92, 88, 93, 87
36, 21, 28, 63, 45, 52, 39, 59, 27, 30, 24, 83, 69, 62, 13, 6, 8, 58, 71, 26, 42, 11, 16, 65, 75, 38, 92, 88, 93, 87
36, 21, 28, 16, 45, 52, 39, 59, 27, 30, 24, 83, 69, 62, 13, 6, 8, 58, 71, 26, 42, 11, 63, 65, 75, 38, 92, 88, 93, 87
36, 21, 28, 16, 11, 52, 39, 59, 27, 30, 24, 83, 69, 62, 13, 6, 8, 58, 71, 26, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
36, 21, 28, 16, 11, 26, 39, 59, 27, 30, 24, 83, 69, 62, 13, 6, 8, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
36, 21, 28, 16, 11, 26, 8, 59, 27, 30, 24, 83, 69, 62, 13, 6, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
36, 21, 28, 16, 11, 26, 8, 6, 27, 30, 24, 83, 69, 62, 13, 59, 39, 58, 71, 52, 42, 45, 63, 65, 75, 38, 92, 88, 93, 87
